Year,Month,Day,Quarter,Date_ID
2016,7,6,3,3577
2016,7,25,3,3578
2016,7,25,3,3579
2016,7,25,3,3580
2017,1,10,1,3581
2015,10,12,4,3582
2015,10,12,4,3583
2015,10,12,4,3584
2015,10,12,4,3585
2017,3,9,1,3586
2017,9,24,3,3587
2017,12,19,4,3588
2017,11,24,4,3589
2017,11,24,4,3590
2014,12,13,4,3591
2016,5,12,2,3592
2016,11,9,4,3593
2016,11,9,4,3594
2017,9,12,3,3595
2014,9,9,3,3596
2014,9,9,3,3597
2014,9,9,3,3598
2014,9,9,3,3599
2017,6,26,2,3600
2014,11,17,4,3601
2014,11,17,4,3602
2017,8,21,3,3603
2017,8,21,3,3604
2017,8,21,3,3605
2016,12,3,4,3606
2014,9,23,3,3607
2014,4,28,2,3608
2014,4,28,2,3609
2014,4,28,2,3610
2016,11,29,4,3611
2015,3,12,1,3612
2015,3,12,1,3613
2017,11,19,4,3614
2017,11,19,4,3615
2016,5,9,2,3616
2017,4,9,2,3617
2017,4,9,2,3618
2017,4,9,2,3619
2016,9,22,3,3620
2016,9,22,3,3621
2014,9,14,3,3622
2014,9,14,3,3623
2017,5,19,2,3624
2017,5,19,2,3625
2017,5,19,2,3626
2017,5,19,2,3627
2014,9,8,3,3628
2017,11,26,4,3629
2017,11,26,4,3630
2017,3,5,1,3631
2017,3,5,1,3632
2016,10,11,4,3633
2016,10,11,4,3634
2016,10,11,4,3635
2016,10,11,4,3636
2016,10,11,4,3637
2016,10,11,4,3638
2016,10,11,4,3639
2016,10,11,4,3640
2016,10,11,4,3641
2014,12,20,4,3642
2014,12,20,4,3643
2014,12,20,4,3644
2014,12,20,4,3645
2014,7,25,3,3646
2014,7,25,3,3647
2015,11,22,4,3648
2015,11,22,4,3649
2017,9,12,3,3650
2017,9,12,3,3651
2017,9,12,3,3652
2017,9,12,3,3653
2017,8,31,3,3654
2017,4,24,2,3655
2017,8,9,3,3656
2015,12,3,4,3657
2015,12,3,4,3658
2015,12,3,4,3659
2016,7,18,3,3660
2016,6,13,2,3661
2017,3,7,1,3662
2017,3,7,1,3663
2014,8,12,3,3664
2014,8,12,3,3665
2014,8,12,3,3666
2014,8,12,3,3667
2014,8,12,3,3668
2014,8,12,3,3669
2014,8,12,3,3670
2014,8,12,3,3671
2016,8,4,3,3672
2016,8,4,3,3673
2017,6,11,2,3674
2017,6,11,2,3675
2015,5,12,2,3676
2015,9,7,3,3677
2015,9,7,3,3678
2015,9,7,3,3679
2015,9,7,3,3680
2015,9,7,3,3681
2015,9,7,3,3682
2015,9,7,3,3683
2015,9,7,3,3684
2015,9,7,3,3685
2016,12,13,4,3686
2016,5,20,2,3687
2017,2,6,1,3688
2017,2,6,1,3689
2015,10,30,4,3690
2015,10,30,4,3691
2015,10,30,4,3692
2015,10,30,4,3693
2016,10,15,4,3694
2016,10,15,4,3695
2016,10,15,4,3696
2015,11,19,4,3697
2014,9,13,3,3698
2017,11,13,4,3699
2017,12,24,4,3700
2016,9,1,3,3701
2015,6,13,2,3702
2015,6,13,2,3703
2015,6,13,2,3704
2015,6,13,2,3705
2017,3,18,1,3706
2014,11,23,4,3707
2014,11,23,4,3708
2014,11,23,4,3709
2017,10,15,4,3710
2017,10,15,4,3711
2017,4,21,2,3712
2017,4,21,2,3713
2014,8,12,3,3714
2014,8,12,3,3715
2017,5,29,2,3716
2016,9,19,3,3717
2016,9,19,3,3718
2016,9,17,3,3719
2016,12,20,4,3720
2016,12,20,4,3721
2017,11,22,4,3722
2014,12,30,4,3723
2017,3,4,1,3724
2016,12,26,4,3725
2016,5,6,2,3726
2016,5,6,2,3727
2016,5,6,2,3728
2015,9,18,3,3729
2015,9,18,3,3730
2015,9,18,3,3731
2015,9,18,3,3732
2015,9,18,3,3733
2017,6,3,2,3734
2017,6,3,2,3735
2016,3,17,1,3736
2016,3,17,1,3737
2016,9,12,3,3738
2016,9,12,3,3739
2016,9,12,3,3740
2016,1,15,1,3741
2016,1,15,1,3742
2016,1,15,1,3743
2014,10,24,4,3744
2016,9,23,3,3745
2016,9,23,3,3746
2017,8,27,3,3747
2017,8,27,3,3748
2017,8,27,3,3749
2017,8,27,3,3750
2017,8,27,3,3751
2017,8,27,3,3752
2017,8,27,3,3753
2017,8,27,3,3754
2016,3,3,1,3755
2016,3,3,1,3756
2016,2,29,1,3757
2015,9,18,3,3758
2015,9,18,3,3759
2015,9,18,3,3760
2017,12,5,4,3761
2016,8,13,3,3762
2016,8,13,3,3763
2017,2,25,1,3764
2016,3,21,1,3765
2016,3,21,1,3766
2015,8,12,3,3767
2014,12,16,4,3768
2014,12,16,4,3769
2016,12,17,4,3770
2016,12,5,4,3771
2014,6,8,2,3772
2014,11,4,4,3773
2014,11,4,4,3774
2014,11,4,4,3775
2014,11,4,4,3776
2015,3,5,1,3777
2017,11,30,4,3778
2017,2,16,1,3779
2014,11,16,4,3780
2015,9,7,3,3781
2017,11,13,4,3782
2017,11,13,4,3783
2017,7,31,3,3784
2017,12,26,4,3785
2016,10,31,4,3786
2016,4,9,2,3787
2016,4,9,2,3788
2016,4,17,2,3789
2014,5,7,2,3790
2015,2,27,1,3791
2015,2,27,1,3792
2015,11,27,4,3793
2014,1,27,1,3794
2014,1,27,1,3795
2014,1,27,1,3796
2017,9,23,3,3797
2017,4,11,2,3798
2017,4,11,2,3799
2016,10,14,4,3800
2016,10,14,4,3801
2016,10,14,4,3802
2016,10,14,4,3803
2016,10,14,4,3804
2016,10,14,4,3805
2015,12,11,4,3806
2015,12,11,4,3807
2015,12,11,4,3808
2015,12,11,4,3809
2015,12,11,4,3810
2015,12,11,4,3811
2017,5,3,2,3812
2015,5,11,2,3813
2016,8,7,3,3814
2016,8,7,3,3815
2015,9,15,3,3816
2015,9,15,3,3817
2015,9,15,3,3818
2017,9,10,3,3819
2017,9,10,3,3820
2017,9,10,3,3821
2017,9,10,3,3822
2015,9,14,3,3823
2015,9,14,3,3824
2015,9,14,3,3825
2014,7,10,3,3826
2017,7,5,3,3827
2017,7,5,3,3828
2017,7,5,3,3829
2017,7,5,3,3830
2015,11,14,4,3831
2015,11,14,4,3832
2014,11,24,4,3833
2014,11,24,4,3834
2014,8,4,3,3835
2014,8,4,3,3836
2014,7,26,3,3837
2014,7,26,3,3838
2014,7,26,3,3839
2014,7,26,3,3840
2014,8,6,3,3841
2014,10,28,4,3842
2014,10,28,4,3843
2014,10,28,4,3844
2014,10,28,4,3845
2014,10,28,4,3846
2017,11,25,4,3847
2017,9,22,3,3848
2017,9,22,3,3849
2015,4,12,2,3850
2015,9,21,3,3851
2017,11,26,4,3852
2017,6,6,2,3853
2017,6,6,2,3854
2017,10,23,4,3855
2017,10,23,4,3856
2017,10,23,4,3857
2014,12,20,4,3858
2017,2,17,1,3859
2017,2,17,1,3860
2014,3,5,1,3861
2014,3,5,1,3862
2017,10,17,4,3863
2015,11,28,4,3864
2014,7,27,3,3865
2017,4,23,2,3866
2015,10,23,4,3867
2015,10,23,4,3868
2015,10,23,4,3869
2015,10,23,4,3870
2015,10,23,4,3871
2015,10,23,4,3872
2016,5,9,2,3873
2016,5,9,2,3874
2016,5,9,2,3875
2016,5,9,2,3876
2016,10,28,4,3877
2014,5,4,2,3878
2014,5,4,2,3879
2015,6,15,2,3880
2015,6,15,2,3881
2015,6,15,2,3882
2015,6,15,2,3883
2014,5,7,2,3884
2017,1,29,1,3885
2016,3,3,1,3886
2014,2,6,1,3887
2014,2,6,1,3888
2014,2,6,1,3889
2016,11,24,4,3890
2016,11,24,4,3891
2016,11,24,4,3892
2016,10,11,4,3893
2014,11,22,4,3894
2017,1,5,1,3895
2017,7,12,3,3896
2017,7,12,3,3897
2017,11,30,4,3898
2017,7,12,3,3899
2015,3,1,1,3900
2015,11,14,4,3901
2015,2,10,1,3902
2015,5,4,2,3903
2015,5,4,2,3904
2015,5,4,2,3905
2015,5,4,2,3906
2015,5,4,2,3907
2015,5,4,2,3908
2015,5,4,2,3909
2015,5,4,2,3910
2017,5,6,2,3911
2017,9,18,3,3912
2017,9,18,3,3913
2017,7,18,3,3914
2017,7,18,3,3915
2017,7,18,3,3916
2017,7,18,3,3917
2017,7,18,3,3918
2015,1,12,1,3919
2015,1,12,1,3920
2016,6,28,2,3921
2017,8,28,3,3922
2017,8,28,3,3923
2014,9,17,3,3924
2014,9,17,3,3925
2014,9,17,3,3926
2014,9,17,3,3927
2016,3,14,1,3928
2016,3,14,1,3929
2016,3,14,1,3930
2016,8,26,3,3931
2016,8,26,3,3932
2017,2,9,1,3933
2017,2,9,1,3934
2017,2,9,1,3935
2015,6,16,2,3936
2015,6,16,2,3937
2015,6,16,2,3938
2016,10,12,4,3939
2017,5,18,2,3940
2017,5,18,2,3941
2017,5,27,2,3942
2016,6,23,2,3943
2016,5,16,2,3944
2017,11,18,4,3945
2017,11,18,4,3946
2016,11,18,4,3947
2016,11,18,4,3948
2016,11,18,4,3949
2016,11,18,4,3950
2014,11,28,4,3951
2016,1,3,1,3952
2017,1,15,1,3953
2014,4,4,2,3954
2014,4,4,2,3955
2016,6,26,2,3956
2016,5,29,2,3957
2016,5,29,2,3958
2016,5,29,2,3959
2015,10,19,4,3960
2015,10,19,4,3961
2017,2,19,1,3962
2017,2,19,1,3963
2016,9,22,3,3964
2014,12,11,4,3965
2016,1,4,1,3966
2016,5,20,2,3967
2015,1,6,1,3968
2015,1,6,1,3969
2014,11,22,4,3970
2015,2,22,1,3971
2016,3,29,1,3972
2016,3,29,1,3973
2016,3,29,1,3974
2016,3,29,1,3975
2016,10,22,4,3976
2017,2,10,1,3977
2017,2,10,1,3978
2014,12,23,4,3979
2014,12,23,4,3980
2017,12,15,4,3981
2016,7,7,3,3982
2016,7,7,3,3983
2016,7,7,3,3984
2016,4,17,2,3985
2017,8,4,3,3986
2017,8,4,3,3987
2016,4,17,2,3988
2014,11,25,4,3989
2014,3,11,1,3990
2015,1,5,1,3991
2015,1,5,1,3992
2015,1,5,1,3993
2015,8,3,3,3994
2015,8,3,3,3995
2015,8,3,3,3996
2015,8,3,3,3997
2015,8,3,3,3998
2015,7,17,3,3999
2014,11,10,4,4000
2014,11,10,4,4001
2016,3,3,1,4002
2016,3,3,1,4003
2016,3,3,1,4004
2015,10,12,4,4005
2015,10,12,4,4006
2015,10,12,4,4007
2015,12,18,4,4008
2017,1,1,1,4009
2017,11,21,4,4010
2017,11,21,4,4011
2015,12,22,4,4012
2015,8,23,3,4013
2015,8,23,3,4014
2015,8,23,3,4015
2015,8,23,3,4016
2015,8,23,3,4017
2015,8,23,3,4018
2015,8,23,3,4019
2014,6,22,2,4020
2014,6,22,2,4021
2014,6,22,2,4022
2017,10,27,4,4023
2017,10,27,4,4024
2017,11,8,4,4025
2017,11,8,4,4026
2017,11,8,4,4027
2017,11,8,4,4028
2017,12,24,4,4029
2017,12,24,4,4030
2016,9,26,3,4031
2016,9,26,3,4032
2016,9,26,3,4033
2016,12,12,4,4034
2016,12,12,4,4035
2015,12,28,4,4036
2014,12,29,4,4037
2014,12,29,4,4038
2014,12,29,4,4039
2014,12,29,4,4040
2014,12,29,4,4041
2014,12,29,4,4042
2014,12,29,4,4043
2015,6,25,2,4044
2015,2,4,1,4045
2017,10,21,4,4046
2015,7,16,3,4047
2015,7,16,3,4048
2017,6,24,2,4049
2017,6,24,2,4050
2014,9,29,3,4051
2014,9,29,3,4052
2014,9,29,3,4053
2014,9,29,3,4054
2014,9,29,3,4055
2014,9,29,3,4056
2014,11,24,4,4057
2015,11,20,4,4058
2015,11,20,4,4059
2016,1,11,1,4060
2015,9,17,3,4061
2016,10,3,4,4062
2014,6,23,2,4063
2014,6,23,2,4064
2014,1,11,1,4065
2014,1,11,1,4066
2014,1,11,1,4067
2014,1,11,1,4068
2016,8,28,3,4069
2016,8,28,3,4070
2016,8,28,3,4071
2015,6,12,2,4072
2015,9,24,3,4073
2017,11,15,4,4074
2017,11,15,4,4075
2015,12,19,4,4076
2015,12,19,4,4077
2015,12,19,4,4078
2015,12,21,4,4079
2016,9,25,3,4080
2016,9,25,3,4081
2017,6,24,2,4082
2017,6,24,2,4083
2017,7,9,3,4084
2016,4,8,2,4085
2016,4,8,2,4086
2016,4,8,2,4087
2014,8,19,3,4088
2016,1,4,1,4089
2016,1,4,1,4090
2016,1,4,1,4091
2017,5,16,2,4092
2015,8,24,3,4093
2015,8,24,3,4094
2015,8,24,3,4095
2014,9,23,3,4096
2014,9,23,3,4097
2014,9,23,3,4098
2014,9,23,3,4099
2017,6,19,2,4100
2017,6,19,2,4101
2017,6,19,2,4102
2017,12,21,4,4103
2017,7,8,3,4104
2017,7,8,3,4105
2016,8,22,3,4106
2015,7,9,3,4107
2015,7,9,3,4108
2015,12,25,4,4109
2015,12,25,4,4110
2015,12,25,4,4111
2015,12,25,4,4112
2015,2,5,1,4113
2015,2,5,1,4114
2016,11,24,4,4115
2015,11,24,4,4116
2015,11,24,4,4117
2015,11,24,4,4118
2015,11,24,4,4119
2017,4,9,2,4120
2017,11,5,4,4121
2017,11,5,4,4122
2017,11,5,4,4123
2014,11,5,4,4124
2017,7,27,3,4125
2017,6,5,2,4126
2014,9,19,3,4127
2014,9,19,3,4128
2015,3,29,1,4129
2014,11,18,4,4130
2015,2,7,1,4131
2015,2,7,1,4132
2014,8,9,3,4133
2014,8,9,3,4134
2017,2,10,1,4135
2017,2,10,1,4136
2017,11,19,4,4137
2016,12,30,4,4138
2017,1,12,1,4139
2017,1,12,1,4140
2016,6,13,2,4141
2014,5,19,2,4142
2017,1,30,1,4143
2017,1,30,1,4144
2017,1,30,1,4145
2015,11,28,4,4146
2017,10,23,4,4147
2017,10,23,4,4148
2017,10,23,4,4149
2017,10,23,4,4150
2017,7,9,3,4151
2017,7,9,3,4152
2017,7,9,3,4153
2016,12,29,4,4154
2016,12,29,4,4155
2015,5,12,2,4156
2015,5,12,2,4157
2014,1,11,1,4158
2016,4,16,2,4159
2017,5,14,2,4160
2017,5,14,2,4161
2015,3,14,1,4162
2015,3,14,1,4163
2017,1,14,1,4164
2017,1,14,1,4165
2015,8,3,3,4166
2014,11,10,4,4167
2014,11,10,4,4168
2015,4,13,2,4169
2015,4,13,2,4170
2017,11,16,4,4171
2016,1,7,1,4172
2016,1,7,1,4173
2016,1,7,1,4174
2015,11,29,4,4175
2014,7,4,3,4176
2014,7,4,3,4177
2016,6,16,2,4178
2017,6,3,2,4179
2017,7,10,3,4180
2017,6,10,2,4181
2017,6,10,2,4182
2017,6,10,2,4183
2016,5,12,2,4184
2016,10,21,4,4185
2017,5,18,2,4186
2017,5,18,2,4187
2017,5,18,2,4188
2016,9,26,3,4189
2017,11,17,4,4190
2015,8,7,3,4191
2015,11,16,4,4192
2015,11,16,4,4193
2015,6,18,2,4194
2016,8,4,3,4195
2015,4,18,2,4196
2016,3,12,1,4197
2016,3,12,1,4198
2015,10,12,4,4199
2015,10,12,4,4200
2015,10,12,4,4201
2015,10,12,4,4202
2014,10,31,4,4203
2014,10,31,4,4204
2014,10,31,4,4205
2014,10,31,4,4206
2014,10,31,4,4207
2014,10,31,4,4208
2014,10,31,4,4209
2017,9,12,3,4210
2014,5,5,2,4211
2014,5,5,2,4212
2014,5,5,2,4213
2016,4,3,2,4214
2014,11,30,4,4215
2015,2,18,1,4216
2017,1,4,1,4217
2017,1,4,1,4218
2017,11,6,4,4219
2017,11,6,4,4220
2017,11,6,4,4221
2017,11,6,4,4222
2017,11,6,4,4223
2016,9,30,3,4224
2014,12,13,4,4225
2017,11,11,4,4226
2015,5,1,2,4227
2016,3,24,1,4228
2017,5,7,2,4229
2017,5,7,2,4230
2017,5,7,2,4231
2017,5,7,2,4232
2017,5,7,2,4233
2014,9,21,3,4234
2014,9,21,3,4235
2016,7,23,3,4236
2017,8,29,3,4237
2017,3,26,1,4238
2017,12,29,4,4239
2014,9,20,3,4240
2014,9,20,3,4241
2016,4,4,2,4242
2016,4,4,2,4243
2014,3,26,1,4244
2017,11,28,4,4245
2017,11,28,4,4246
2017,11,28,4,4247
2016,1,12,1,4248
2016,1,12,1,4249
2014,9,19,3,4250
2015,10,23,4,4251
2015,10,23,4,4252
2015,10,23,4,4253
2017,10,13,4,4254
2017,10,13,4,4255
2017,10,13,4,4256
2015,4,9,2,4257
2016,3,14,1,4258
2017,10,28,4,4259
2017,10,15,4,4260
2017,7,8,3,4261
2017,9,21,3,4262
2017,3,11,1,4263
2016,5,11,2,4264
2016,5,11,2,4265
2016,5,11,2,4266
2016,5,11,2,4267
2016,5,11,2,4268
2017,6,25,2,4269
2015,11,26,4,4270
2016,11,24,4,4271
2017,7,21,3,4272
2017,7,21,3,4273
2015,10,23,4,4274
2015,9,7,3,4275
2017,8,18,3,4276
2016,4,16,2,4277
2016,4,16,2,4278
2016,4,16,2,4279
2014,11,14,4,4280
2014,11,14,4,4281
2014,12,20,4,4282
2014,12,20,4,4283
2015,11,21,4,4284
2015,11,21,4,4285
2015,11,21,4,4286
2017,12,28,4,4287
2015,5,17,2,4288
2015,5,17,2,4289
2017,9,12,3,4290
2017,9,12,3,4291
2017,9,12,3,4292
2017,10,3,4,4293
2017,10,22,4,4294
2017,3,7,1,4295
2017,4,9,2,4296
2017,8,23,3,4297
2017,8,23,3,4298
2017,8,23,3,4299
2017,8,23,3,4300
2017,8,23,3,4301
2014,8,22,3,4302
2016,4,10,2,4303
2014,10,26,4,4304
2014,10,26,4,4305
2016,6,28,2,4306
2016,6,28,2,4307
2014,4,11,2,4308
2014,4,11,2,4309
2014,4,11,2,4310
2014,4,11,2,4311
2014,4,11,2,4312
2014,8,9,3,4313
2015,6,25,2,4314
2015,6,25,2,4315
2015,6,25,2,4316
2015,7,26,3,4317
2017,7,12,3,4318
2014,12,29,4,4319
2014,12,29,4,4320
2015,2,14,1,4321
2015,2,14,1,4322
2015,2,14,1,4323
2015,2,14,1,4324
2015,2,14,1,4325
2016,1,25,1,4326
2016,1,25,1,4327
2017,1,4,1,4328
2017,3,10,1,4329
2017,3,10,1,4330
2017,1,9,1,4331
2017,1,9,1,4332
2015,12,21,4,4333
2015,12,21,4,4334
2015,12,20,4,4335
2015,12,20,4,4336
2015,11,27,4,4337
2015,11,27,4,4338
2017,8,27,3,4339
2014,3,22,1,4340
2017,12,17,4,4341
2017,3,19,1,4342
2017,3,19,1,4343
2017,3,19,1,4344
2017,3,19,1,4345
2016,9,18,3,4346
2016,9,18,3,4347
2017,11,24,4,4348
2017,11,24,4,4349
2017,11,4,4,4350
2017,11,4,4,4351
2017,10,12,4,4352
2017,10,12,4,4353
2017,11,24,4,4354
2015,4,12,2,4355
2015,4,12,2,4356
2017,11,12,4,4357
2017,11,12,4,4358
2017,11,12,4,4359
2016,5,21,2,4360
2017,2,17,1,4361
2017,5,20,2,4362
2017,5,20,2,4363
2017,5,20,2,4364
2017,5,20,2,4365
2017,5,20,2,4366
2017,11,9,4,4367
2017,11,9,4,4368
2016,5,11,2,4369
2016,5,11,2,4370
2016,5,11,2,4371
2017,7,23,3,4372
2017,7,23,3,4373
2016,11,18,4,4374
2014,4,25,2,4375
2014,4,25,2,4376
2014,4,25,2,4377
2015,11,30,4,4378
2015,11,30,4,4379
2015,10,25,4,4380
2015,10,25,4,4381
2015,7,20,3,4382
2015,7,20,3,4383
2015,7,20,3,4384
2015,7,20,3,4385
2016,10,27,4,4386
2016,10,27,4,4387
2017,11,20,4,4388
2017,11,20,4,4389
2017,11,20,4,4390
2017,11,20,4,4391
2016,8,9,3,4392
2016,8,9,3,4393
2014,7,20,3,4394
2014,7,20,3,4395
2016,11,15,4,4396
2014,7,7,3,4397
2014,7,7,3,4398
2016,3,17,1,4399
2016,3,17,1,4400
2016,3,17,1,4401
2016,12,26,4,4402
2014,2,9,1,4403
2015,5,7,2,4404
2015,5,7,2,4405
2016,11,20,4,4406
2016,11,20,4,4407
2016,11,20,4,4408
2014,6,5,2,4409
2014,6,5,2,4410
2014,6,21,2,4411
2014,6,21,2,4412
2014,6,21,2,4413
2017,8,19,3,4414
2014,11,29,4,4415
2014,11,29,4,4416
2017,9,4,3,4417
2014,12,20,4,4418
2014,12,17,4,4419
2015,11,17,4,4420
2014,4,3,2,4421
2017,5,18,2,4422
2017,5,18,2,4423
2017,5,18,2,4424
2017,5,18,2,4425
2017,5,18,2,4426
2017,9,22,3,4427
2017,3,21,1,4428
2017,9,14,3,4429
2016,3,11,1,4430
2016,3,11,1,4431
2016,3,11,1,4432
2016,3,11,1,4433
2016,3,11,1,4434
2016,3,5,1,4435
2016,3,5,1,4436
2016,3,5,1,4437
2016,12,27,4,4438
2016,12,27,4,4439
2016,7,22,3,4440
2016,7,22,3,4441
2016,7,22,3,4442
2016,7,22,3,4443
2014,11,16,4,4444
2014,11,16,4,4445
2014,11,16,4,4446
2014,11,16,4,4447
2015,6,19,2,4448
2015,6,19,2,4449
2015,6,19,2,4450
2016,4,7,2,4451
2016,4,7,2,4452
2016,4,7,2,4453
2016,4,7,2,4454
2015,3,9,1,4455
2015,3,9,1,4456
2017,7,8,3,4457
2017,3,13,1,4458
2017,9,28,3,4459
2017,9,28,3,4460
2017,9,28,3,4461
2017,9,28,3,4462
2017,9,28,3,4463
2017,9,28,3,4464
2015,7,8,3,4465
2017,11,24,4,4466
2017,11,24,4,4467
2017,11,24,4,4468
2017,11,24,4,4469
2017,8,5,3,4470
2017,9,29,3,4471
2017,9,29,3,4472
2017,9,29,3,4473
2017,9,29,3,4474
2017,9,29,3,4475
2017,9,29,3,4476
2017,10,22,4,4477
2017,10,22,4,4478
2014,3,24,1,4479
2016,3,11,1,4480
2016,3,11,1,4481
2016,3,11,1,4482
2016,3,11,1,4483
2016,3,11,1,4484
2016,3,11,1,4485
2016,3,11,1,4486
2015,5,9,2,4487
2015,5,9,2,4488
2015,5,9,2,4489
2017,8,14,3,4490
2014,1,12,1,4491
2014,1,12,1,4492
2014,1,12,1,4493
2014,1,12,1,4494
2017,6,18,2,4495
2017,6,18,2,4496
2017,2,12,1,4497
2014,11,21,4,4498
2016,10,4,4,4499
2016,10,4,4,4500
2014,6,30,2,4501
2014,6,30,2,4502
2014,12,24,4,4503
2014,12,24,4,4504
2014,12,24,4,4505
2014,12,24,4,4506
2014,12,24,4,4507
2014,12,24,4,4508
2017,5,23,2,4509
2016,10,11,4,4510
2016,10,11,4,4511
2016,2,10,1,4512
2016,6,9,2,4513
2016,10,27,4,4514
2017,10,22,4,4515
2016,9,15,3,4516
2016,9,15,3,4517
2016,9,25,3,4518
2017,10,6,4,4519
2014,2,20,1,4520
2014,2,20,1,4521
2017,2,20,1,4522
2014,2,11,1,4523
2014,2,11,1,4524
2017,7,17,3,4525
2017,7,17,3,4526
2017,7,17,3,4527
2017,8,9,3,4528
2016,11,14,4,4529
2016,11,14,4,4530
2016,11,14,4,4531
2014,10,10,4,4532
2014,10,10,4,4533
2015,3,19,1,4534
2017,8,7,3,4535
2017,8,7,3,4536
2017,8,7,3,4537
2017,8,7,3,4538
2015,2,27,1,4539
2015,2,27,1,4540
2017,6,16,2,4541
2017,3,30,1,4542
2015,12,7,4,4543
2015,12,7,4,4544
2015,12,7,4,4545
2015,12,7,4,4546
2015,12,7,4,4547
2015,12,7,4,4548
2015,12,7,4,4549
2017,4,30,2,4550
2014,7,13,3,4551
2014,12,27,4,4552
2014,12,27,4,4553
2016,2,27,1,4554
2015,3,23,1,4555
2015,3,23,1,4556
2017,10,21,4,4557
2014,12,31,4,4558
2014,5,5,2,4559
2015,4,12,2,4560
2015,4,12,2,4561
2015,4,12,2,4562
2017,9,26,3,4563
2014,9,12,3,4564
2017,3,12,1,4565
2017,3,12,1,4566
2017,3,12,1,4567
2015,8,11,3,4568
2014,4,19,2,4569
2015,5,25,2,4570
2015,5,25,2,4571
2017,7,17,3,4572
2016,12,12,4,4573
2016,12,12,4,4574
2016,12,12,4,4575
2016,12,12,4,4576
2014,11,4,4,4577
2015,9,6,3,4578
2014,7,27,3,4579
2015,7,31,3,4580
2016,9,19,3,4581
2016,10,6,4,4582
2016,8,26,3,4583
2017,2,11,1,4584
2017,2,11,1,4585
2017,2,11,1,4586
2017,2,11,1,4587
2017,2,11,1,4588
2017,2,11,1,4589
2016,12,26,4,4590
2016,12,26,4,4591
2016,12,26,4,4592
2016,12,26,4,4593
2016,12,26,4,4594
2016,12,26,4,4595
2016,5,12,2,4596
2017,8,28,3,4597
2017,8,28,3,4598
2015,7,16,3,4599
2015,7,16,3,4600
2015,7,16,3,4601
2015,5,26,2,4602
2015,5,26,2,4603
2015,5,26,2,4604
2015,5,26,2,4605
2015,5,28,2,4606
2015,5,28,2,4607
2015,5,28,2,4608
2015,5,28,2,4609
2017,9,11,3,4610
2016,1,24,1,4611
2016,12,31,4,4612
2016,12,31,4,4613
2016,5,9,2,4614
2016,5,9,2,4615
2015,4,9,2,4616
2015,9,21,3,4617
2015,9,21,3,4618
2017,12,24,4,4619
2017,12,24,4,4620
2015,5,10,2,4621
2017,9,9,3,4622
2017,9,9,3,4623
2017,9,9,3,4624
2017,9,9,3,4625
2016,11,13,4,4626
2016,11,13,4,4627
2016,11,13,4,4628
2016,11,13,4,4629
2015,10,15,4,4630
2017,3,8,1,4631
2017,3,8,1,4632
2015,8,21,3,4633
2015,8,21,3,4634
2017,12,3,4,4635
2017,4,27,2,4636
2017,4,27,2,4637
2017,4,27,2,4638
2016,11,9,4,4639
2016,11,9,4,4640
2017,10,22,4,4641
2017,10,22,4,4642
2015,2,8,1,4643
2015,2,8,1,4644
2016,12,8,4,4645
2014,5,30,2,4646
2016,4,26,2,4647
2017,5,14,2,4648
2017,5,14,2,4649
2017,8,4,3,4650
2017,8,4,3,4651
2017,2,17,1,4652
2017,2,17,1,4653
2017,6,24,2,4654
2014,5,5,2,4655
2015,3,5,1,4656
2015,3,5,1,4657
2015,3,5,1,4658
2015,3,5,1,4659
2015,3,5,1,4660
2015,3,5,1,4661
2015,3,5,1,4662
2016,9,18,3,4663
2016,9,22,3,4664
2016,9,22,3,4665
2016,10,1,4,4666
2016,10,1,4,4667
2017,6,5,2,4668
2017,6,5,2,4669
2017,6,5,2,4670
2016,7,31,3,4671
2016,7,31,3,4672
2016,7,31,3,4673
2016,7,31,3,4674
2017,3,27,1,4675
2014,3,14,1,4676
2014,3,14,1,4677
2014,3,14,1,4678
2014,3,14,1,4679
2014,3,14,1,4680
2016,7,14,3,4681
2016,1,12,1,4682
2016,8,29,3,4683
2016,8,29,3,4684
2016,8,29,3,4685
2016,8,29,3,4686
2016,6,24,2,4687
2017,3,30,1,4688
2014,12,20,4,4689
2014,12,20,4,4690
2014,12,20,4,4691
2014,12,20,4,4692
2014,12,20,4,4693
2015,12,17,4,4694
2015,12,17,4,4695
2015,12,17,4,4696
2015,12,17,4,4697
2015,12,17,4,4698
2017,11,5,4,4699
2017,11,5,4,4700
2017,11,5,4,4701
2017,11,5,4,4702
2016,6,24,2,4703
2016,5,17,2,4704
2016,5,17,2,4705
2016,5,17,2,4706
2017,6,29,2,4707
2017,6,29,2,4708
2017,6,29,2,4709
2017,6,29,2,4710
2014,3,31,1,4711
2014,12,16,4,4712
2014,12,16,4,4713
2017,5,18,2,4714
2015,12,5,4,4715
2017,3,12,1,4716
2015,12,12,4,4717
2015,10,10,4,4718
2015,4,18,2,4719
2015,4,18,2,4720
2014,7,6,3,4721
2017,1,9,1,4722
2016,5,22,2,4723
2016,11,11,4,4724
2016,11,11,4,4725
2014,11,25,4,4726
2014,11,25,4,4727
2014,7,11,3,4728
2016,7,18,3,4729
2015,3,29,1,4730
2015,3,29,1,4731
2015,3,29,1,4732
2015,3,29,1,4733
2016,7,4,3,4734
2015,6,13,2,4735
2015,6,13,2,4736
2015,6,13,2,4737
2015,2,18,1,4738
2015,2,18,1,4739
2017,12,11,4,4740
2017,12,11,4,4741
