Product_ID,Category,Sub_Category,Name
1250,Office Supplies,Fasteners,Translucent Push Pins by OIC
1251,Office Supplies,Labels,Avery 507
1252,Office Supplies,Art,Newell 349
1253,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
1254,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
1255,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
1256,Office Supplies,Paper,Xerox 1888
1257,Office Supplies,Art,Newell 308
1258,Technology,Phones,Polycom SoundStation2 EX Conference phone
1259,Office Supplies,Storage,Mobile Personal File Cube
1260,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
1261,Office Supplies,Envelopes,Quality Park Security Envelopes
1262,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
1263,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
1264,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor
1265,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
1266,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
1267,Technology,Phones,Motorla HX550 Universal Bluetooth Headset
1268,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
1269,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
1270,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
1271,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
1272,Office Supplies,Art,Newell 33
1273,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
1274,Office Supplies,Paper,Array Memo Cubes
1275,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
1276,Office Supplies,Paper,Xerox 1982
1277,Furniture,Chairs,Hon Mobius Operator's Chair
1278,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector
1279,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
1280,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock"
1281,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany"
1282,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray"
1283,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone
1284,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum
1285,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
1286,Office Supplies,Art,Nontoxic Chalk
1287,Office Supplies,Paper,Xerox 1991
1288,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
1289,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
1290,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders
1291,Technology,Phones,HTC One
1292,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
1293,Office Supplies,Supplies,Fiskars Home & Office Scissors
1294,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets
1295,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
1296,Office Supplies,Paper,Xerox 1959
1297,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
1298,Office Supplies,Paper,Xerox 22
1299,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
1300,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
1301,Technology,Accessories,Logitech diNovo Edge Keyboard
1302,Office Supplies,Paper,Xerox 1989
1303,Office Supplies,Paper,Xerox 1984
1304,Office Supplies,Paper,Xerox 227
1305,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
1306,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats
1307,Technology,Copiers,Canon PC1060 Personal Laser Copier
1308,Furniture,Tables,Bevis Round Conference Room Tables and Bases
1309,Office Supplies,Appliances,Staple holder
1310,Office Supplies,Paper,Xerox 1965
1311,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner
1312,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
1313,Furniture,Tables,Balt Solid Wood Round Tables
1314,Technology,Phones,Plantronics MX500i Earset
1315,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset
1316,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
1317,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes
1318,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats
1319,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
1320,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
1321,Office Supplies,Paper,Xerox 1994
1322,Furniture,Furnishings,Nu-Dell Executive Frame
1323,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers
1324,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
1325,Office Supplies,Binders,Insertable Tab Indexes For Data Binders
1326,Office Supplies,Binders,Satellite Sectional Post Binders
1327,Technology,Accessories,Memorex Micro Travel Drive 32 GB
1328,Technology,Machines,Lexmark S315 Color Inkjet Printer
1329,Office Supplies,Paper,Xerox 1926
1330,Office Supplies,Paper,Xerox 1918
1331,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
1332,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
1333,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy"
1334,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
1335,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2"
1336,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
1337,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors
1338,Office Supplies,Paper,Xerox 1951
1339,Furniture,Furnishings,DAX Solid Wood Frames
1340,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
1341,Office Supplies,Art,Staples in misc. colors
1342,Technology,Phones,Clearsounds A400
1343,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
1344,Office Supplies,Fasteners,Staples
1345,Office Supplies,Binders,Recycled Premium Regency Composition Covers
1346,Office Supplies,Paper,Xerox 219
1347,Office Supplies,Paper,Xerox 1903
1348,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
1349,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
1350,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
1351,Technology,Machines,Panasonic KX MB2061 Multifunction Printer
1352,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
1353,Furniture,Tables,Hon Rectangular Conference Tables
1354,Office Supplies,Binders,Computer Printout Index Tabs
1355,Office Supplies,Binders,GBC Wire Binding Combs
1356,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
1357,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
1358,Furniture,Tables,Bevis Rectangular Conference Tables
1359,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes
1360,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets
1361,Office Supplies,Labels,Avery 496
1362,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
1363,Office Supplies,Paper,Xerox 23
1364,Furniture,Furnishings,Eldon Pizzaz Desk Accessories
1365,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
1366,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm
1367,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
1368,Office Supplies,Labels,Avery 50
1369,Office Supplies,Supplies,Fiskars Spring-Action Scissors
1370,Technology,Phones,Anker 24W Portable Micro USB Car Charger
1371,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame"
1372,Office Supplies,Art,Newell 313
1373,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker
1374,Office Supplies,Paper,Xerox 1895
1375,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
1376,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
1377,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector
1378,Technology,Phones,Panasonic KX TS3282B Corded phone
1379,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
1380,Office Supplies,Labels,Avery 49
1381,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup
1382,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
1383,Office Supplies,Binders,Avery Non-Stick Binders
1384,Technology,Phones,Nortel Meridian M5316 Digital phone
1385,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
1386,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
1387,Technology,Phones,HTC One Mini
1388,Technology,Accessories,Dell Slim USB Multimedia Keyboard
1389,Furniture,Furnishings,Contemporary Wood/Metal Frame
1390,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases
1391,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black
1392,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
1393,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room
1394,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
1395,Technology,Phones,Macally Suction Cup Mount
1396,Furniture,Furnishings,Eldon Image Series Black Desk Accessories
1397,Furniture,Furnishings,"Executive Impressions 14"""
1398,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
1399,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
1400,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
1401,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
1402,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer
1403,Office Supplies,Art,Berol Giant Pencil Sharpener
1404,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black
1405,Office Supplies,Labels,Avery 498
1406,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier
1407,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop
1408,Office Supplies,Binders,Accohide Poly Flexible Ring Binders
1409,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
1410,Furniture,Furnishings,Stackable Trays
1411,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format"
1412,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener
1413,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock"
1414,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
1415,Office Supplies,Paper,Xerox 2000
1416,Office Supplies,Paper,Green Bar Computer Printout Paper
1417,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"
1418,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
1419,Technology,Phones,Google Nexus 5
1420,Furniture,Chairs,Global Italian Leather Office Chair
1421,Office Supplies,Paper,Advantus Motivational Note Cards
1422,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black"
1423,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner
1424,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
1425,Office Supplies,Binders,Ibico Presentation Index for Binding Systems
1426,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
1427,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
1428,Technology,Phones,AT&T 17929 Lendline Telephone
1429,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
1430,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
1431,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
1432,Office Supplies,Paper,Xerox 1944
1433,Office Supplies,Paper,Xerox 215
1434,Office Supplies,Paper,Xerox 1885
1435,Furniture,Furnishings,"Computer Room Manger, 14"""
1436,Technology,Phones,AT&T CL2909
1437,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset
1438,Technology,Phones,AT&T EL51110 DECT
1439,Technology,Phones,BlackBerry Q10
1440,Office Supplies,Supplies,Compact Automatic Electric Letter Opener
1441,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
1442,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive
1443,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
1444,Office Supplies,Storage,Advantus Rolling Drawer Organizers
1445,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack
1446,Office Supplies,Binders,GBC Plasticlear Binding Covers
1447,Office Supplies,Storage,Plastic Stacking Crates & Casters
1448,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge
1449,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
1450,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack
1451,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
1452,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
1453,Office Supplies,Paper,Xerox 1953
1454,Office Supplies,Paper,Xerox 228
1455,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
1456,Office Supplies,Paper,Xerox 1954
1457,Office Supplies,Paper,Embossed Ink Jet Note Cards
1458,Office Supplies,Paper,Xerox 1942
1459,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
1460,Office Supplies,Paper,Xerox 201
1461,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
1462,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
1463,Technology,Phones,Nokia Lumia 925
1464,Office Supplies,Supplies,Staple remover
1465,Furniture,Furnishings,Dana Swing-Arm Lamps
1466,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
1467,Office Supplies,Paper,Xerox 1969
1468,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
1469,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
1470,Office Supplies,Paper,Xerox 1971
1471,Office Supplies,Envelopes,Staple envelope
1472,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
1473,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
1474,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
1475,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
1476,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
1477,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
1478,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
1479,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
1480,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
1481,Technology,Phones,Samsung Galaxy Mega 6.3
1482,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
1483,Office Supplies,Paper,Xerox 198
1484,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
1485,Office Supplies,Paper,Xerox 1997
1486,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
1487,Office Supplies,Binders,VariCap6 Expandable Binder
1488,Furniture,Furnishings,Stacking Trays by OIC
1489,Technology,Machines,Epson Perfection V600 Photo Scanner
1490,Office Supplies,Binders,Durable Pressboard Binders
1491,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
1492,Office Supplies,Fasteners,Alliance Rubber Bands
1493,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
1494,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
1495,Furniture,Furnishings,DAX Clear Channel Poster Frame
1496,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
1497,Furniture,Chairs,Hon Pagoda Stacking Chairs
1498,Office Supplies,Art,Newell 339
1499,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
1500,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
1501,Technology,Phones,Apple EarPods with Remote and Mic
1502,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
1503,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
1504,Office Supplies,Paper,Xerox 230
1505,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets
1506,Technology,Phones,Vtech CS6719
1507,Office Supplies,Paper,Xerox 194
1508,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
1509,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
1510,Office Supplies,Paper,Xerox 1980
1511,Office Supplies,Paper,Strathmore Photo Frame Cards
1512,Technology,Machines,Okidata C331dn Printer
1513,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
1514,Technology,Phones,Aastra 6757i CT Wireless VoIP phone
1515,Office Supplies,Paper,Xerox 1907
1516,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
1517,Technology,Phones,Panasonic KX TS3282W Corded phone
1518,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
1519,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
1520,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
1521,Office Supplies,Binders,Wilson Jones Impact Binders
1522,Office Supplies,Art,Newell 34
1523,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone
1524,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
1525,Office Supplies,Envelopes,Staple envelope
1526,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
1527,Office Supplies,Storage,Sterilite Show Offs Storage Containers
1528,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
1529,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
1530,Office Supplies,Labels,Avery White Multi-Purpose Labels
1531,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
1532,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
1533,Office Supplies,Supplies,Stiletto Hand Letter Openers
1534,Office Supplies,Storage,Tennsco Commercial Shelving
1535,Technology,Phones,Samsung HM1900 Bluetooth Headset
1536,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
1537,Office Supplies,Art,Col-Erase Pencils with Erasers
1538,Office Supplies,Paper,Xerox 221
1539,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset
1540,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags
1541,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
1542,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
1543,Technology,Phones,Motorola Droid Maxx
1544,Office Supplies,Paper,Xerox 1893
1545,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac
1546,Furniture,Furnishings,"Master Caster Door Stop, Gray"
1547,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
1548,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
1549,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
1550,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
1551,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
1552,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock"
1553,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
1554,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
1555,Office Supplies,Paper,Xerox 1900
1556,Furniture,Furnishings,OIC Stacking Trays
1557,Furniture,Chairs,"Global Armless Task Chair, Royal Blue"
1558,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
1559,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
1560,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
1561,Technology,Phones,Polycom VoiceStation 500 Conference phone
1562,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
1563,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
1564,Office Supplies,Paper,Xerox 204
1565,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
1566,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp
1567,Furniture,Bookcases,"Hon Metal Bookcases, Black"
1568,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
1569,Technology,Phones,AT&T 1080 Phone
1570,Office Supplies,Binders,Avery Metallic Poly Binders
1571,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder
1572,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
1573,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
1574,Technology,Phones,Ooma Telo VoIP Home Phone System
1575,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
1576,Office Supplies,Paper,Xerox 200
1577,Technology,Machines,Okidata MB491 Multifunction Printer
1578,Office Supplies,Art,Staples in misc. colors
1579,Office Supplies,Storage,Akro Stacking Bins
1580,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
1581,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
1582,Technology,Phones,PayAnywhere Card Reader
1583,Office Supplies,Paper,Xerox 1882
1584,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
1585,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
1586,Office Supplies,Art,Newell 31
1587,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
1588,Office Supplies,Paper,Xerox 1966
1589,Office Supplies,Supplies,Acme Kleen Earth Office Shears
1590,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack"
1591,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB
1592,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
1593,Office Supplies,Supplies,"Elite 5"" Scissors"
1594,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
1595,Office Supplies,Labels,Avery 492
1596,Office Supplies,Storage,Adjustable Personal File Tote
1597,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
1598,Office Supplies,Art,Prismacolor Color Pencil Set
1599,Technology,Copiers,Sharp 1540cs Digital Laser Copier
1600,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black"
1601,Office Supplies,Storage,Eldon File Chest Portable File
1602,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
1603,Office Supplies,Supplies,Letter Slitter
1604,Technology,Phones,Samsung Galaxy S4 Active
1605,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
1606,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long"
1607,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac
1608,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
1609,Furniture,Tables,Balt Split Level Computer Training Table
1610,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
1611,Furniture,Chairs,SAFCO Folding Chair Trolley
1612,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
1613,Office Supplies,Labels,Avery 515
1614,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
1615,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock"
1616,Office Supplies,Paper,Things To Do Today Spiral Book
1617,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting
1618,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
1619,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System
1620,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black"
1621,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
1622,Technology,Phones,LG Exalt
1623,Office Supplies,Binders,GBC Poly Designer Binding Covers
1624,Office Supplies,Art,Economy #2 Pencils
1625,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat"
1626,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
1627,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack"
1628,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse
1629,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
1630,Technology,Phones,LG G3
1631,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
1632,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright)
1633,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
1634,Office Supplies,Envelopes,Staple envelope
1635,Technology,Phones,RCA ViSYS 25423RE1 Corded phone
1636,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
1637,Office Supplies,Art,Newell 348
1638,Office Supplies,Paper,Xerox 1928
1639,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
1640,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
1641,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
1642,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener
1643,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
1644,Technology,Machines,Canon PC170 Desktop Personal Copier
1645,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
1646,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
1647,Office Supplies,Paper,Xerox 1890
1648,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
1649,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
1650,Office Supplies,Art,Prang Drawing Pencil Set
1651,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray
1652,Furniture,Bookcases,"Hon Metal Bookcases, Gray"
1653,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
1654,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
